step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
2296,166010880,146944,0.011836294048041578,0.875,0.875,,,,,,,,,
2297,166112832,147008,0.00601028311769386,0.90625,0.90625,0.007015890089013168,0.953125,0.953125,,,,,,
2298,166195328,147072,0.007857168957076383,0.84375,0.84375,,,,,,,,,
2299,166267072,147136,0.008277169281670002,0.875,0.875,,,,,,,,,
2300,166317312,147200,0.009419839193457293,0.90625,0.90625,,,,,,,,,
2301,166369600,147264,0.010059947353076635,0.828125,0.828125,,,,,,,,,
2302,166444928,147328,0.00800738304146954,0.890625,0.890625,,,,,,,,,
2303,166503360,147392,0.00887994607235328,0.875,0.875,,,,,,,,,
2304,166559744,147456,0.009064833390733934,0.859375,0.859375,,,,,,,,,
2305,166611008,147520,0.010529025739838946,0.90625,0.90625,0.011026447480292533,0.953125,0.953125,,,,,,
2306,166680704,147584,0.010050143637353362,0.875,0.875,,,,,,,,,
2307,166752960,147648,0.009026471363859798,0.84375,0.84375,,,,,,,,,
2308,166836992,147712,0.007906336308921466,0.921875,0.921875,,,,,,,,,
2309,166910272,147776,0.008409887154274768,0.828125,0.828125,,,,,,,,,
2310,166974848,147840,0.008330217405342994,0.890625,0.890625,,,,,,,,,
2311,167034816,147904,0.009868726325083494,0.84375,0.84375,,,,,,,,,
2312,167114752,147968,0.008903107779903868,0.9375,0.9375,,,,,,,,,
2313,167172160,148032,0.008779561988442115,0.859375,0.859375,0.009630298025455798,0.984375,0.984375,,,,,,
2314,167250560,148096,0.008839683622340421,0.8125,0.8125,,,,,,,,,
2315,167330496,148160,0.007681255504121221,0.90625,0.90625,,,,,,,,,
2316,167416576,148224,0.007163529416502622,0.8125,0.8125,,,,,,,,,
2317,167480640,148288,0.010232536798929505,0.84375,0.84375,,,,,,,,,
2318,167560064,148352,0.006847466226325108,0.8125,0.8125,,,,,,,,,
2319,167617472,148416,0.011020222113915833,0.90625,0.90625,,,,,,,,,
2320,167689728,148480,0.008760753609437887,0.859375,0.859375,,,,,,,,,
2321,167745088,148544,0.010912320121358288,0.84375,0.84375,0.009769545278256221,0.96875,0.96875,,,,,,
2322,167827072,148608,0.008873988500145646,0.859375,0.859375,,,,,,,,,
2323,167906496,148672,0.007021503585710214,0.828125,0.828125,,,,,,,,,
2324,167987968,148736,0.007933090549459643,0.8125,0.8125,,,,,,,,,
2325,168039232,148800,0.010079608664569703,0.90625,0.90625,,,,,,,,,
2326,168083328,148864,0.01206353046023435,0.84375,0.84375,,,,,,,,,
2327,168155072,148928,0.007698592314946051,0.8125,0.8125,,,,,,,,,
2328,168238080,148992,0.00693616368288498,0.90625,0.90625,,,,,,,,,
2329,168325184,149056,0.008324490218423585,0.78125,0.78125,0.005792945784925353,0.953125,0.953125,,,,,,
2330,168402560,149120,0.007070847604706977,0.890625,0.890625,,,,,,,,,
2331,168479424,149184,0.008291142028805869,0.890625,0.890625,,,,,,,,,
2332,168559872,149248,0.007582062434058539,0.90625,0.90625,,,,,,,,,
2333,168616256,149312,0.00879842169014199,0.84375,0.84375,,,,,,,,,
2334,168682368,149376,0.008895369367136764,0.953125,0.953125,,,,,,,,,
2335,168735168,149440,0.010582034655101246,0.90625,0.90625,,,,,,,,,
2336,168817152,149504,0.0086569710039259,0.953125,0.953125,,,,,,,,,
2337,168899648,149568,0.007424117860527904,0.875,0.875,0.008833393578277492,0.9375,0.9375,,,,,,
2338,168963712,149632,0.008876266769143704,0.953125,0.953125,,,,,,,,,
2339,169053888,149696,0.005997912306895395,0.890625,0.890625,,,,,,,,,
2340,169131776,149760,0.0067061155151152,0.90625,0.90625,,,,,,,,,
2341,169213760,149824,0.006576209783646708,0.9375,0.9375,,,,,,,,,
2342,169289088,149888,0.008069402524556277,0.921875,0.921875,,,,,,,,,
2343,169358272,149952,0.009310701309515274,0.796875,0.796875,,,,,,,,,
2344,169424896,150016,0.009327641569709397,0.953125,0.953125,,,,,,,,,
2345,169486912,150080,0.008771846616570643,0.90625,0.90625,0.008456320941387156,0.96875,0.96875,,,,,,
2346,169556096,150144,0.008678185153280952,0.84375,0.84375,,,,,,,,,
2347,169643712,150208,0.006644776891932515,0.90625,0.90625,,,,,,,,,
2348,169726208,150272,0.0068100233919254766,0.765625,0.765625,,,,,,,,,
2349,169795904,150336,0.00797090568086345,0.890625,0.890625,,,,,,,,,
2350,169869184,150400,0.006256338365812873,0.90625,0.90625,,,,,,,,,
2351,169927616,150464,0.009154923194637942,0.921875,0.921875,,,,,,,,,
2352,169984512,150528,0.010377883022456704,0.921875,0.921875,,,,,,,,,
2353,170060352,150592,0.008973901610334949,0.921875,0.921875,0.004457682370187119,0.96875,0.96875,,,,,,
2354,170139776,150656,0.006921724360778953,0.90625,0.90625,,,,,,,,,
2355,170224320,150720,0.00669423758335343,0.875,0.875,,,,,,,,,
2356,170309376,150784,0.008437033851860154,0.84375,0.84375,,,,,,,,,
2357,170370880,150848,0.008371645458484416,0.875,0.875,,,,,,,,,
2358,170446720,150912,0.00718452526036016,0.90625,0.90625,,,,,,,,,
2359,170525120,150976,0.007767381238079795,0.90625,0.90625,,,,,,,,,
2360,170595328,151040,0.008647871908043591,0.90625,0.90625,,,,,,,,,
2361,170662464,151104,0.00884883545429086,0.96875,0.96875,0.006526921754489312,0.96875,0.96875,,,,,,
2362,170748032,151168,0.008373141150036923,0.8125,0.8125,,,,,,,,,
2363,170814144,151232,0.00878960113491617,0.875,0.875,,,,,,,,,
2364,170899712,151296,0.007012709293207969,0.9375,0.9375,,,,,,,,,
2365,170945856,151360,0.01197951218548224,0.96875,0.96875,,,,,,,,,
2366,171015040,151424,0.007574904195039368,0.953125,0.953125,,,,,,,,,
2367,171102144,151488,0.007062634496883662,0.921875,0.921875,,,,,,,,,
2368,171169280,151552,0.008573086016628078,0.875,0.875,,,,,,,,,
2369,171252800,151616,0.008001140410783768,0.859375,0.859375,0.00803639246033925,0.984375,0.984375,,,,,,
2370,171319424,151680,0.009170279196900692,0.875,0.875,,,,,,,,,
2371,171406016,151744,0.006430697010287292,0.859375,0.859375,,,,,,,,,
2372,171490560,151808,0.007858388895516797,0.859375,0.859375,,,,,,,,,
2373,171564864,151872,0.008076249456037542,0.875,0.875,,,,,,,,,
2374,171626368,151936,0.008606094998572887,0.890625,0.890625,,,,,,,,,
2375,171711424,152000,0.008001779005810186,0.875,0.875,,,,,,,,,
2376,171786240,152064,0.007274591623442279,0.90625,0.90625,,,,,,,,,
2377,171850304,152128,0.007946842064656082,0.921875,0.921875,0.008616168828047052,0.953125,0.953125,,,,,,
2378,171921024,152192,0.008757343292566987,0.875,0.875,,,,,,,,,
2379,171974848,152256,0.010955628062646362,0.890625,0.890625,,,,,,,,,
2380,172056832,152320,0.007780582081597797,0.90625,0.90625,,,,,,,,,
2381,172132160,152384,0.007635476870985331,0.890625,0.890625,,,,,,,,,
2382,172214656,152448,0.007108046202248022,0.8125,0.8125,,,,,,,,,
2383,172284352,152512,0.010210392538578856,0.84375,0.84375,,,,,,,,,
2384,172343296,152576,0.009994999387833476,0.90625,0.90625,,,,,,,,,
2385,172421184,152640,0.007608380459922474,0.890625,0.890625,0.007769341636114533,0.96875,0.96875,,,,,,
2386,172492928,152704,0.008053432538670793,0.875,0.875,,,,,,,,,
2387,172591808,152768,0.006836586805994974,0.859375,0.859375,,,,,,,,,
2388,172663552,152832,0.007993574023106981,0.828125,0.828125,,,,,,,,,
2389,172740928,152896,0.007591665367212783,0.90625,0.90625,,,,,,,,,
2390,172807040,152960,0.008395626151415808,0.84375,0.84375,,,,,,,,,
2391,172892096,153024,0.00780739285051267,0.890625,0.890625,,,,,,,,,
2392,172939776,153088,0.010773936403795313,0.875,0.875,,,,,,,,,
2393,173018176,153152,0.008182351081062179,0.90625,0.90625,0.006425136662367462,0.984375,0.984375,,,,,,
2394,173090432,153216,0.008279810575024645,0.90625,0.90625,,,,,,,,,
2395,173152960,153280,0.010257234384803224,0.828125,0.828125,,,,,,,,,
2396,173209856,153344,0.00889573766130335,0.890625,0.890625,,,,,,,,,
2397,173279552,153408,0.009027205930212851,0.84375,0.84375,,,,,,,,,
2398,173339520,153472,0.0094907495912103,0.921875,0.921875,,,,,,,,,
2399,173409216,153536,0.00826239264980325,0.90625,0.90625,,,,,,,,,
2400,173487616,153600,0.007303080325475556,0.890625,0.890625,,,,,,,,,
2401,173575232,153664,0.0065160721323058775,0.875,0.875,0.009072181580185119,0.984375,0.984375,,,,,,
2402,173643392,153728,0.008550485707072331,0.859375,0.859375,,,,,,,,,
2403,173723840,153792,0.007322945566864568,0.875,0.875,,,,,,,,,
2404,173771008,153856,0.010625263831313805,0.890625,0.890625,,,,,,,,,
2405,173845312,153920,0.006913226220463501,0.90625,0.90625,,,,,,,,,
2406,173930368,153984,0.007035791678686578,0.9375,0.9375,,,,,,,,,
2407,173976512,154048,0.01074948532440317,0.90625,0.90625,,,,,,,,,
2408,174050304,154112,0.008185799141611437,0.953125,0.953125,,,,,,,,,
2409,174103616,154176,0.010678970037081728,0.90625,0.90625,0.0076847501660914095,1.0,1.0,,,,,,
2410,174175360,154240,0.008051586565532327,0.890625,0.890625,,,,,,,,,
2411,174254272,154304,0.007136135107602612,0.875,0.875,,,,,,,,,
2412,174312704,154368,0.008468897149538798,0.890625,0.890625,,,,,,,,,
2413,174401856,154432,0.007155603424240294,0.90625,0.90625,,,,,,,,,
2414,174468480,154496,0.008873443015925405,0.84375,0.84375,,,,,,,,,
2415,174553024,154560,0.006989792681228166,0.890625,0.890625,,,,,,,,,
2416,174614528,154624,0.009241467428766774,0.84375,0.84375,,,,,,,,,
2417,174688320,154688,0.007551616296676201,0.875,0.875,0.009518249143330928,0.984375,0.984375,,,,,,
2418,174752896,154752,0.009073207261349317,0.90625,0.90625,,,,,,,,,
2419,174825664,154816,0.008894866540336594,0.96875,0.96875,,,,,,,,,
2420,174885120,154880,0.009377348089188966,0.984375,0.984375,,,,,,,,,
2421,174941504,154944,0.008829570729009797,0.9375,0.9375,,,,,,,,,
2422,175020928,155008,0.007821457607246673,0.90625,0.90625,,,,,,,,,
2423,175105472,155072,0.008082322721238685,0.859375,0.859375,,,,,,,,,
2424,175199744,155136,0.007709282895237522,0.828125,0.828125,,,,,,,,,
2425,175273536,155200,0.008584318325942603,0.875,0.875,0.008392771916255325,1.0,1.0,,,,,,
2426,175331456,155264,0.010190324427965218,0.84375,0.84375,,,,,,,,,
2427,175422656,155328,0.007904610443058702,0.921875,0.921875,,,,,,,,,
2428,175482624,155392,0.010565397694368086,0.953125,0.953125,,,,,,,,,
2429,175562560,155456,0.009397887324119052,0.890625,0.890625,,,,,,,,,
2430,175641984,155520,0.007609115493080882,0.921875,0.921875,,,,,,,,,
2431,175712704,155584,0.008108339506707363,0.921875,0.921875,,,,,,,,,
2432,175772672,155648,0.009312676305249219,0.9375,0.9375,,,,,,,,,
2433,175844928,155712,0.008224199112201158,0.859375,0.859375,0.008731413334741206,0.953125,0.953125,,,,,,
2434,175907968,155776,0.009234582975586235,0.921875,0.921875,,,,,,,,,
2435,175963328,155840,0.009832333617163755,0.890625,0.890625,,,,,,,,,
2436,176020224,155904,0.0100721582219306,0.890625,0.890625,,,,,,,,,
2437,176092992,155968,0.008017459965639708,0.90625,0.90625,,,,,,,,,
2438,176171904,156032,0.00758142633746431,0.90625,0.90625,,,,,,,,,
2439,176257984,156096,0.008088677554392085,0.875,0.875,,,,,,,,,
2440,176356864,156160,0.005925322128276336,0.859375,0.859375,,,,,,,,,
2441,176431680,156224,0.008751294058552074,0.765625,0.765625,0.006643484930521474,0.921875,0.921875,,,,,,
2442,176513152,156288,0.007400149911466527,0.90625,0.90625,,,,,,,,,
2443,176599232,156352,0.008921269197259604,0.8125,0.8125,,,,,,,,,
2444,176682752,156416,0.006720426281122982,0.8125,0.8125,,,,,,,,,
2445,176746816,156480,0.008429342498602398,0.953125,0.953125,,,,,,,,,
2446,176805760,156544,0.008830547123062568,0.90625,0.90625,,,,,,,,,
2447,176880064,156608,0.009225367853259833,0.890625,0.890625,,,,,,,,,
2448,176948224,156672,0.007400321464586172,0.9375,0.9375,,,,,,,,,
2449,177025600,156736,0.008192021352209183,0.84375,0.84375,0.0093231840996018,0.96875,0.96875,,,,,,
2450,177108608,156800,0.006849133207516867,0.859375,0.859375,,,,,,,,,
2451,177188032,156864,0.007855051609062707,0.890625,0.890625,,,,,,,,,
2452,177231104,156928,0.011748786173634774,0.84375,0.84375,,,,,,,,,
2453,177317184,156992,0.006941136890024576,0.921875,0.921875,,,,,,,,,
2454,177382272,157056,0.008146877880056195,0.9375,0.9375,,,,,,,,,
2455,177468352,157120,0.007920338555865476,0.78125,0.78125,,,,,,,,,
2456,177537536,157184,0.009366727705480225,0.890625,0.890625,,,,,,,,,
2457,177616448,157248,0.007615872061354749,0.890625,0.890625,0.007190480764561991,1.0,1.0,,,,,,
2458,177678464,157312,0.010337206964448613,0.890625,0.890625,,,,,,,,,
2459,177742528,157376,0.008082762988894305,0.84375,0.84375,,,,,,,,,
2460,177819904,157440,0.007122687964901909,0.859375,0.859375,,,,,,,,,
2461,177887040,157504,0.008342921547645939,0.9375,0.9375,,,,,,,,,
2462,177963904,157568,0.007031657481165263,0.890625,0.890625,,,,,,,,,
2463,178026432,157632,0.01060584667713783,0.90625,0.90625,,,,,,,,,
2464,178097664,157696,0.007932143769854889,0.828125,0.828125,,,,,,,,,
2465,178142272,157760,0.012502112029631151,0.828125,0.828125,0.010243244603314765,0.921875,0.921875,,,,,,
2466,178216576,157824,0.007819463365238416,0.84375,0.84375,,,,,,,,,
2467,178285760,157888,0.008615283622126685,0.921875,0.921875,,,,,,,,,
2468,178325248,157952,0.01246206894804733,0.859375,0.859375,,,,,,,,,
2469,178392384,158016,0.008498875177854645,0.875,0.875,,,,,,,,,
2470,178475392,158080,0.007660719703973899,0.9375,0.9375,,,,,,,,,
2471,178539968,158144,0.009651454309940154,0.890625,0.890625,,,,,,,,,
2472,178610176,158208,0.008096612715718326,0.828125,0.828125,,,,,,,,,
2473,178692672,158272,0.007256162587791007,0.84375,0.84375,0.00981379912045819,0.9375,0.9375,,,,,,
2474,178765440,158336,0.00750483292591164,0.890625,0.890625,,,,,,,,,
2475,178848960,158400,0.006388496123375428,0.890625,0.890625,,,,,,,,,
2476,178941696,158464,0.00786462595334127,0.875,0.875,,,,,,,,,
2477,179027776,158528,0.006346579774331744,0.828125,0.828125,,,,,,,,,
2478,179088256,158592,0.008650234721431877,0.90625,0.90625,,,,,,,,,
2479,179140544,158656,0.009895873898810722,0.859375,0.859375,,,,,,,,,
2480,179208192,158720,0.009201473436214176,0.859375,0.859375,,,,,,,,,
2481,179287104,158784,0.007214576880261986,0.890625,0.890625,0.0061521187738903,0.953125,0.953125,,,,,,
2482,179348096,158848,0.008809102602618453,0.890625,0.890625,,,,,,,,,
2483,179411136,158912,0.009654589259171465,0.921875,0.921875,,,,,,,,,
2484,179498752,158976,0.007728093490431594,0.90625,0.90625,,,,,,,,,
2485,179584320,159040,0.007397954022592265,0.859375,0.859375,,,,,,,,,
2486,179649920,159104,0.008349350520913568,0.875,0.875,,,,,,,,,
2487,179720128,159168,0.009331419785395671,0.90625,0.90625,,,,,,,,,
2488,179795456,159232,0.007731173848577596,0.875,0.875,,,,,,,,,
2489,179851840,159296,0.00972508067891314,0.9375,0.9375,0.007884359379460814,0.96875,0.96875,,,,,,
2490,179901056,159360,0.011375066093098124,0.890625,0.890625,,,,,,,,,
2491,179976896,159424,0.007681946550049012,0.859375,0.859375,,,,,,,,,
2492,180028160,159488,0.009870731805510732,0.859375,0.859375,,,,,,,,,
2493,180083520,159552,0.011318801061138818,0.921875,0.921875,,,,,,,,,
2494,180171136,159616,0.00689725474239466,0.921875,0.921875,,,,,,,,,
2495,180239296,159680,0.009099521429208647,0.890625,0.890625,,,,,,,,,
2496,180323840,159744,0.006109619126309151,0.859375,0.859375,,,,,,,,,
2497,180407360,159808,0.007349908041615342,0.9375,0.9375,0.004767615656090328,0.984375,0.984375,,,,,,
2498,180479104,159872,0.008921418246718991,0.921875,0.921875,,,,,,,,,
2499,180544192,159936,0.00953601682409251,0.90625,0.90625,,,,,,,,,
2500,180606720,160000,0.009542607330129384,0.84375,0.84375,,,,,,,,,
2501,180666688,160064,0.009366406968718708,0.890625,0.890625,,,,,,,,,
2502,180742016,160128,0.008716726289651656,0.953125,0.953125,,,,,,,,,
2503,180816832,160192,0.009015761777521376,0.890625,0.890625,,,,,,,,,
2504,180898816,160256,0.007631511447900892,0.84375,0.84375,,,,,,,,,
2505,180983360,160320,0.007343142333670813,0.859375,0.859375,0.008460761066785203,0.984375,0.984375,,,,,,
2506,181066880,160384,0.006896073783591769,0.828125,0.828125,,,,,,,,,
2507,181119680,160448,0.011009609205406869,0.875,0.875,,,,,,,,,
2508,181203200,160512,0.008340162660354066,0.921875,0.921875,,,,,,,,,
2509,181289280,160576,0.0066692348759310694,0.890625,0.890625,,,,,,,,,
2510,181345664,160640,0.010471559915847648,0.921875,0.921875,,,,,,,,,
2511,181419456,160704,0.007911445799411406,0.890625,0.890625,,,,,,,,,
2512,181501952,160768,0.007339322489508471,0.90625,0.90625,,,,,,,,,
2513,181593152,160832,0.007631569029004411,0.875,0.875,0.006922475461733097,0.90625,0.90625,,,,,,
2514,181674624,160896,0.006646827561108404,0.890625,0.890625,,,,,,,,,
2515,181754048,160960,0.008349007672164128,0.90625,0.90625,,,,,,,,,
2516,181806336,161024,0.010982485665458315,0.875,0.875,,,,,,,,,
2517,181875008,161088,0.008986387490360995,0.921875,0.921875,,,,,,,,,
2518,181954432,161152,0.006873001228967024,0.921875,0.921875,,,,,,,,,
2519,182083008,161216,0.00505801412385712,0.890625,0.890625,,,,,,,,,
2520,182170112,161280,0.007258676909716749,0.859375,0.859375,,,,,,,,,
2521,182233664,161344,0.008367185074817275,0.921875,0.921875,0.00826304461753226,1.0,1.0,,,,,,
2522,182312576,161408,0.007074433179503876,0.90625,0.90625,,,,,,,,,
2523,182385856,161472,0.008045175292486039,0.859375,0.859375,,,,,,,,,
2524,182445312,161536,0.009156451019532235,0.9375,0.9375,,,,,,,,,
2525,182501696,161600,0.00898349113955857,0.890625,0.890625,,,,,,,,,
2526,182605184,161664,0.0059876999180070774,0.96875,0.96875,,,,,,,,,
2527,182676416,161728,0.008613514228834263,0.9375,0.9375,,,,,,,,,
2528,182758400,161792,0.007098425262839532,0.90625,0.90625,,,,,,,,,
2529,182815296,161856,0.010615548372314921,0.890625,0.890625,0.005055583607791829,1.0,1.0,,,,,,
2530,182887040,161920,0.007863823665629616,0.890625,0.890625,,,,,,,,,
2531,182952640,161984,0.007749924037041457,0.921875,0.921875,,,,,,,,,
2532,183027968,162048,0.008582175242354537,0.890625,0.890625,,,,,,,,,
2533,183114560,162112,0.006732444779684823,0.828125,0.828125,,,,,,,,,
2534,183199616,162176,0.006590156162993788,0.796875,0.796875,,,,,,,,,
2535,183262144,162240,0.009495288382992104,0.84375,0.84375,,,,,,,,,
2536,183339008,162304,0.006882901880370878,0.890625,0.890625,,,,,,,,,
2537,183397952,162368,0.010358473579187594,0.84375,0.84375,0.012671301716204677,0.96875,0.96875,,,,,,
2538,183478400,162432,0.006572820335859425,0.859375,0.859375,,,,,,,,,
2539,183551168,162496,0.008201356507899604,0.875,0.875,,,,,,,,,
2540,183620864,162560,0.008338820684839673,0.875,0.875,,,,,,,,,
2541,183708992,162624,0.006420069922596343,0.796875,0.796875,,,,,,,,,
2542,183777664,162688,0.008106677457103301,0.890625,0.890625,,,,,,,,,
2543,183851456,162752,0.007555247559636281,0.859375,0.859375,,,,,,,,,
2544,183936512,162816,0.007277915978744219,0.84375,0.84375,,,,,,,,,
2545,183998528,162880,0.00906866862662903,0.984375,0.984375,0.008604297781070459,0.9375,0.9375,,,,,,
2546,184059520,162944,0.010391184193567637,0.875,0.875,,,,,,,,,
2547,184117440,163008,0.010768415641682466,0.859375,0.859375,,,,,,,,,
2548,184176896,163072,0.008555425870012222,0.828125,0.828125,,,,,,,,,
2549,184252736,163136,0.006671579971159487,0.859375,0.859375,,,,,,,,,
2550,184331136,163200,0.00786325186874418,0.8125,0.8125,,,,,,,,,
2551,184405952,163264,0.008344822276585588,0.859375,0.859375,,,,,,,,,
2552,184488960,163328,0.007505034229147247,0.890625,0.890625,,,,,,,,,
2553,184571456,163392,0.007445468239460982,0.875,0.875,0.010164403828037296,0.984375,0.984375,,,,,,
2554,184629888,163456,0.008783483231592188,0.890625,0.890625,,,,,,,,,
2555,184721600,163520,0.007915254801543533,0.859375,0.859375,,,,,,,,,
2556,184792832,163584,0.007375573412785025,0.921875,0.921875,,,,,,,,,
2557,184843072,163648,0.011926893830538722,0.9375,0.9375,,,,,,,,,
2558,184927616,163712,0.007260935429137529,0.890625,0.890625,,,,,,,,,
2559,184992192,163776,0.0104222607580304,0.8125,0.8125,,,,,,,,,
2560,185073664,163840,0.007616667162168196,0.84375,0.84375,,,,,,,,,
2561,185137216,163904,0.00858277094175975,0.921875,0.921875,0.006048287789516357,0.96875,0.96875,,,,,,
2562,185214592,163968,0.007591060834198464,0.828125,0.828125,,,,,,,,,
2563,185263296,164032,0.010966801849617812,0.828125,0.828125,,,,,,,,,
2564,185341696,164096,0.008424741802591408,0.890625,0.890625,,,,,,,,,
2565,185422656,164160,0.006836459289999913,0.90625,0.90625,,,,,,,,,
2566,185499008,164224,0.008128799979739164,0.953125,0.953125,,,,,,,,,
2567,185576896,164288,0.006735330320417296,0.984375,0.984375,,,,,,,,,
2568,185645056,164352,0.009884819729548674,0.859375,0.859375,,,,,,,,,
2569,185710656,164416,0.008354927545015413,0.84375,0.84375,0.008371517846067935,0.96875,0.96875,,,,,,
2570,185777280,164480,0.008490982075311182,0.90625,0.90625,,,,,,,,,
2571,185865408,164544,0.005923054922676333,0.921875,0.921875,,,,,,,,,
2572,185924352,164608,0.010047478279256084,0.9375,0.9375,,,,,,,,,
2573,186003264,164672,0.006658360758388004,0.890625,0.890625,,,,,,,,,
2574,186051968,164736,0.010148901787186875,0.9375,0.9375,,,,,,,,,
2575,186129856,164800,0.007976091073874153,0.875,0.875,,,,,,,,,
2576,186190848,164864,0.009981961663205125,0.84375,0.84375,,,,,,,,,
2577,186274880,164928,0.007328861116994365,0.921875,0.921875,0.008642598207919268,0.9375,0.9375,,,,,,
2578,186332800,164992,0.009823779308000035,0.890625,0.890625,,,,,,,,,
2579,186402496,165056,0.009461502339444015,0.84375,0.84375,,,,,,,,,
2580,186487040,165120,0.0066615297254271925,0.859375,0.859375,,,,,,,,,
2581,186555712,165184,0.00774324280251674,0.90625,0.90625,,,,,,,,,
2582,186640768,165248,0.007119251243821719,0.875,0.875,,,,,,,,,
2583,186694592,165312,0.009532651959203423,0.875,0.875,,,,,,,,,
2584,186769408,165376,0.007654689271501833,0.921875,0.921875,,,,,,,,,
2585,186842176,165440,0.008432278024954496,0.8125,0.8125,0.010051870122002635,0.9375,0.9375,,,,,,
2586,186927232,165504,0.007788388519198369,0.890625,0.890625,,,,,,,,,
2587,186995392,165568,0.008083692967445776,0.921875,0.921875,,,,,,,,,
2588,187077376,165632,0.006507122862472606,0.84375,0.84375,,,,,,,,,
2589,187145536,165696,0.008775569630873963,0.875,0.875,,,,,,,,,
2590,187198336,165760,0.010086742495622853,0.953125,0.953125,,,,,,,,,
2591,187275200,165824,0.008053825738238774,0.90625,0.90625,,,,,,,,,
2592,187353600,165888,0.007826089676762325,0.828125,0.828125,,,,,,,,,
2593,187432000,165952,0.007558916217652982,0.875,0.875,0.008429559824531094,0.953125,0.953125,,,,,,
2594,187492992,166016,0.00955840393321171,0.90625,0.90625,,,,,,,,,
2595,187572928,166080,0.007321451183105989,0.890625,0.890625,,,,,,,,,
2596,187654400,166144,0.006738592782864982,0.921875,0.921875,,,,,,,,,
2597,187721536,166208,0.00849338661581944,0.921875,0.921875,,,,,,,,,
2598,187797376,166272,0.007294009850707604,0.875,0.875,,,,,,,,,
2599,187881920,166336,0.0072798756679691625,0.921875,0.921875,,,,,,,,,
2600,187955712,166400,0.008260106444327637,0.828125,0.828125,,,,,,,,,
2601,188033600,166464,0.007220379995701986,0.875,0.875,0.007437177460853953,1.0,1.0,,,,,,
2602,188092032,166528,0.009669837814219791,0.90625,0.90625,,,,,,,,,
2603,188155072,166592,0.009686360477323928,0.90625,0.90625,,,,,,,,,
2604,188241152,166656,0.007506568785283594,0.875,0.875,,,,,,,,,
2605,188323136,166720,0.007601098895358964,0.890625,0.890625,,,,,,,,,
2606,188393344,166784,0.009782287070668635,0.921875,0.921875,,,,,,,,,
2607,188480448,166848,0.007375570550650023,0.9375,0.9375,,,,,,,,,
2608,188553216,166912,0.008503668141435225,0.84375,0.84375,,,,,,,,,
2609,188640832,166976,0.007056028928343399,0.859375,0.859375,0.007415690897350112,0.984375,0.984375,,,,,,
2610,188711552,167040,0.008866288450295625,0.90625,0.90625,,,,,,,,,
2611,188785344,167104,0.008439169928588343,0.921875,0.921875,,,,,,,,,
2612,188858624,167168,0.008903130239226589,0.859375,0.859375,,,,,,,,,
2613,188928832,167232,0.008950838057403739,0.9375,0.9375,,,,,,,,,
2614,188989312,167296,0.009074889158651924,0.921875,0.921875,,,,,,,,,
2615,189052352,167360,0.009187888549240386,0.90625,0.90625,,,,,,,,,
2616,189131264,167424,0.007269788852698503,0.859375,0.859375,,,,,,,,,
2617,189191744,167488,0.009958969278936197,0.84375,0.84375,0.009029705613778059,0.984375,0.984375,,,,,,
2618,189238400,167552,0.01197990982994353,0.921875,0.921875,,,,,,,,,
2619,189296832,167616,0.00811112137976828,0.890625,0.890625,,,,,,,,,
2620,189371136,167680,0.00796031363519377,0.875,0.875,,,,,,,,,
2621,189446976,167744,0.007903446387202844,0.828125,0.828125,,,,,,,,,
2622,189516160,167808,0.007999807846428543,0.90625,0.90625,,,,,,,,,
2623,189579712,167872,0.00972832091417405,0.859375,0.859375,,,,,,,,,
2624,189671424,167936,0.006564819218338289,0.890625,0.890625,,,,,,,,,
2625,189740096,168000,0.008990701780578475,0.828125,0.828125,0.01208707654118565,0.984375,0.984375,,,,,,
2626,189815424,168064,0.007198999762319839,0.90625,0.90625,,,,,,,,,
2627,189881536,168128,0.00901794072450087,0.796875,0.796875,,,,,,,,,
2628,189957376,168192,0.007126776839892778,0.921875,0.921875,,,,,,,,,
2629,190034752,168256,0.007314161313759362,0.90625,0.90625,,,,,,,,,
2630,190093696,168320,0.00851408773515564,0.875,0.875,,,,,,,,,
2631,190144448,168384,0.010836024310773495,0.859375,0.859375,,,,,,,,,
2632,190227968,168448,0.007393305215098299,0.875,0.875,,,,,,,,,
2633,190304832,168512,0.008584988079966799,0.875,0.875,0.006833359491242474,0.9375,0.9375,,,,,,
2634,190377600,168576,0.009226283768051149,0.9375,0.9375,,,,,,,,,
2635,190468800,168640,0.006826765474302617,0.9375,0.9375,,,,,,,,,
2636,190535936,168704,0.008038249619453432,0.90625,0.90625,,,,,,,,,
2637,190619968,168768,0.008032223862196536,0.90625,0.90625,,,,,,,,,
2638,190674816,168832,0.009196327976493609,0.921875,0.921875,,,,,,,,,
2639,190735808,168896,0.008604086641082793,0.859375,0.859375,,,,,,,,,
2640,190813184,168960,0.007273307532774311,0.921875,0.921875,,,,,,,,,
2641,190897216,169024,0.007139752042865625,0.84375,0.84375,0.008561222377427366,0.96875,0.96875,,,,,,
2642,190978176,169088,0.00817584702859952,0.921875,0.921875,,,,,,,,,
2643,191063744,169152,0.00807184705921005,0.921875,0.921875,,,,,,,,,
2644,191148800,169216,0.006356027200150693,0.796875,0.796875,,,,,,,,,
